,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_REGISTRATION,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN,fe_ONLY_HWT_CUSTOMER,fe_WP_INACTIVE_SUB,fe_WP_BASIC_SUB,fe_WP_PREMIUM_SUB
585,1875.0,1,58,3,7,5,84.02,1,0,0,1,5,2,8,0,4,0,0,50.0,160.4,5,1,3,11,0,0,0.05172413793103448,0.13092120923589626,1,yahoo,personal_domain,0,1,0,0
586,1910.0,1,50,3,4,9,113.26,1,0,0,1,5,2,20,0,5,1,0,60.0,255.5,9,1,3,14,0,0,0.06,0.12360939431396785,0,protonmail,personal_domain,0,0,1,0
587,2060.0,1,79,3,7,3,70.62,1,0,0,1,5,2,21,0,0,0,0,50.0,120.8,4,0,3,12,24,0,0.0379746835443038,0.16992353440951571,0,gmail,personal_domain,0,0,0,1
589,5040.0,1,92,4,10,2,120.94,1,5,0,1,5,2,4,0,7,0,0,40.0,185.6,6,1,4,10,350,0,0.043478260869565216,0.0826856292376385,1,yahoo,personal_domain,0,1,0,0
590,1950.0,1,50,7,6,6,39.4,1,1,0,1,6,1,19,0,1,0,0,50.0,145.5,4,1,4,9,143,0,0.14,0.2284263959390863,0,protonmail,personal_domain,0,0,1,0
591,1950.0,1,93,5,6,7,122.0,1,0,0,1,5,1,1,0,1,0,0,40.0,164.3,4,1,3,14,0,0,0.053763440860215055,0.11475409836065575,1,yahoo,personal_domain,0,1,0,0
592,2625.0,1,94,3,6,10,89.0,1,1,0,1,6,2,5,5,2,1,0,40.0,215.4,6,1,3,13,306,0,0.031914893617021274,0.14606741573033707,1,merck,professional_domain,0,1,0,0
593,1890.0,1,99,3,5,10,102.42,1,1,0,1,5,1,5,0,1,0,0,50.0,260.1,6,0,3,13,0,0,0.030303030303030307,0.12692833430970513,1,dupont,professional_domain,0,1,0,0
594,1437.0,1,71,3,5,3,154.2,1,0,0,0,6,2,2,0,3,1,1,50.0,84.8,2,0,3,14,170,0,0.04225352112676056,0.09079118028534372,1,yahoo,personal_domain,0,1,0,0
595,2940.0,1,82,3,10,3,109.75,1,2,0,1,6,1,27,0,1,0,0,40.0,169.4,5,0,4,10,72,0,0.03658536585365853,0.09111617312072894,0,protonmail,personal_domain,0,0,0,1
596,1935.0,1,98,3,5,3,132.0,1,1,0,0,6,2,31,2,6,0,0,40.0,214.2,6,1,2,15,576,0,0.030612244897959183,0.11363636363636365,0,yahoo,personal_domain,0,0,0,1
597,3105.0,1,54,5,10,2,104.46,1,3,1,1,4,2,13,0,1,0,0,60.0,171.7,5,1,4,12,250,0,0.0925925925925926,0.11487650775416428,1,mcdonalds,professional_domain,0,0,0,1
598,2130.0,1,50,7,5,5,94.5,1,0,0,0,6,1,11,0,4,0,0,50.0,163.0,4,1,3,13,171,0,0.14,0.13756613756613756,1,yahoo,personal_domain,0,0,0,1
600,1270.0,1,90,3,6,8,100.0,1,2,1,0,6,1,7,2,1,0,0,40.0,105.2,4,0,2,15,203,0,0.03333333333333333,0.15,1,mcdonalds,professional_domain,0,1,0,0
601,2712.5,1,70,1,4,7,59.0,1,2,0,0,5,1,9,0,2,0,0,50.0,143.6,6,2,3,11,0,0,0.014285714285714284,0.1864406779661017,1,gmail,personal_domain,0,1,0,0
603,1984.0,1,56,8,7,10,100.29,1,3,0,1,6,1,6,8,4,0,0,40.0,174.6,4,1,4,10,0,0,0.14285714285714285,0.09971083856815237,1,gmail,personal_domain,0,1,0,0
604,1080.0,1,13,9,11,10,58.42,1,1,0,0,5,2,20,0,1,0,0,50.0,129.2,4,0,2,18,0,0,0.6923076923076923,0.30811365970558025,0,protonmail,personal_domain,0,0,1,0
605,5025.0,1,208,8,8,10,79.89,1,2,0,1,5,2,51,2,4,0,0,60.0,141.9,5,1,3,15,0,0,0.038461538461538464,0.1877581674802854,0,yahoo,personal_domain,0,0,0,1
606,1256.0,1,33,4,5,8,49.9,1,0,0,1,6,2,14,0,4,1,0,50.0,107.9,3,1,2,18,0,0,0.12121212121212123,0.3607214428857716,1,travelers,professional_domain,0,0,1,0
607,1550.0,1,36,7,6,10,91.57,0,3,0,0,6,2,11,0,10,0,0,40.0,142.2,5,0,3,15,0,0,0.19444444444444445,0.16380910778639293,1,gmail,personal_domain,0,0,0,1
608,1190.0,1,39,7,4,2,78.0,1,2,0,1,6,1,44,1,2,0,0,40.0,80.4,2,2,2,15,294,0,0.1794871794871795,0.19230769230769232,0,amex,professional_domain,0,0,1,0
609,1887.0,1,89,3,7,10,115.88,1,2,0,1,6,2,46,5,2,0,0,60.0,166.0,4,1,2,16,0,0,0.033707865168539325,0.13807386952019332,0,protonmail,personal_domain,0,0,1,0
611,825.0,1,12,9,12,9,70.45,1,1,0,0,6,1,13,0,6,1,0,40.0,115.2,4,0,1,16,58,1,0.75,0.227111426543648,1,yahoo,personal_domain,0,0,1,0
612,1540.0,1,113,2,7,3,119.0,1,5,0,0,5,2,12,9,0,0,0,60.0,155.6,6,0,3,12,0,0,0.017699115044247787,0.10084033613445377,1,exxon,professional_domain,0,1,0,0
613,1850.0,1,58,6,5,10,111.26,1,0,0,0,6,1,7,0,5,1,0,40.0,183.8,6,0,4,11,0,0,0.10344827586206896,0.09886751752651447,1,yahoo,personal_domain,0,1,0,0
614,1100.0,1,27,2,7,5,131.54,1,1,0,1,5,2,13,0,1,0,0,60.0,119.6,5,0,3,14,0,0,0.07407407407407407,0.10643150372510264,1,protonmail,personal_domain,0,0,1,0
615,1137.0,1,68,3,7,10,17.58,1,1,0,1,6,1,9,4,1,0,0,60.0,121.8,5,0,2,16,265,0,0.04411764705882353,0.9101251422070537,1,chevron,professional_domain,0,1,0,0
616,1610.0,1,46,7,5,5,129.68,1,0,0,1,6,1,7,9,9,1,0,50.0,121.1,4,1,3,14,621,0,0.15217391304347827,0.10795805058605798,1,yahoo,personal_domain,0,1,0,0
618,1544.0,1,58,3,5,4,91.5,1,1,0,1,5,2,37,0,10,0,0,60.0,163.9,4,1,2,14,0,0,0.05172413793103448,0.15300546448087432,0,amex,professional_domain,0,0,1,0
619,4297.5,1,91,3,10,2,120.03,1,3,0,0,5,1,22,0,1,0,0,50.0,261.2,6,1,4,11,975,0,0.03296703296703297,0.09164375572773473,0,aol,junk_domain,0,0,0,1
620,2850.75,1,65,1,4,8,38.0,0,2,0,1,6,1,13,0,3,1,1,40.0,157.3,6,1,3,11,0,0,0.015384615384615384,0.2894736842105263,1,gmail,personal_domain,0,1,0,0
621,2089.0,1,51,5,8,9,42.3,1,2,0,1,4,1,14,1,10,1,1,60.0,135.2,3,1,3,14,0,0,0.09803921568627452,0.33096926713947994,1,yahoo,personal_domain,0,0,0,1
622,2362.5,1,49,1,3,9,36.0,0,1,0,1,6,1,11,0,9,1,0,50.0,89.3,2,0,3,12,0,0,0.020408163265306117,0.3333333333333333,1,cocacola,professional_domain,0,0,0,1
623,1000.0,1,12,5,11,2,95.39,1,3,1,0,7,2,14,3,2,1,0,40.0,166.6,5,1,1,17,0,0,0.4166666666666667,0.17821574588531292,1,me,junk_domain,0,0,1,0
624,1880.0,1,147,3,5,6,105.1,1,0,0,1,5,2,13,0,0,0,0,40.0,169.6,5,0,3,13,0,0,0.020408163265306117,0.12369172216936253,1,visa,professional_domain,0,1,0,0
625,1394.0,1,35,8,5,10,89.5,0,0,0,1,5,1,7,5,1,0,0,60.0,105.6,4,0,2,16,0,0,0.22857142857142854,0.1787709497206704,1,yahoo,personal_domain,0,1,0,0
626,2655.0,1,71,3,9,8,145.71,1,1,0,1,5,2,7,0,5,0,0,60.0,220.0,7,1,3,11,0,0,0.04225352112676056,0.07549241644362087,1,travelers,professional_domain,0,1,0,0
627,1320.0,1,29,6,8,2,76.64,1,1,0,0,6,1,12,0,0,0,0,60.0,122.4,3,0,2,15,0,0,0.20689655172413796,0.19572025052192066,1,cisco,professional_domain,0,0,1,0
628,2535.0,1,53,8,9,3,192.75,1,0,0,1,6,2,5,0,3,0,0,50.0,167.4,5,0,3,13,0,0,0.1509433962264151,0.06744487678339818,1,aol,junk_domain,0,1,0,0
629,2532.25,1,55,1,5,3,33.0,1,3,0,0,6,1,5,0,4,1,0,60.0,180.6,6,0,3,12,420,0,0.01818181818181818,0.3636363636363637,1,yahoo,personal_domain,0,1,0,0
630,1570.0,1,57,7,5,6,104.0,1,0,0,1,5,2,16,0,5,0,0,60.0,117.8,3,1,3,15,0,0,0.12280701754385966,0.14423076923076922,0,merck,professional_domain,0,0,0,1
631,1955.0,1,87,9,7,2,107.25,1,4,0,0,5,1,37,0,5,1,0,50.0,159.4,5,1,3,13,0,0,0.10344827586206896,0.12121212121212123,0,walmart,professional_domain,0,0,1,0
632,1348.0,1,49,6,4,1,70.0,1,2,0,1,6,2,52,0,2,0,0,50.0,90.0,3,0,3,12,0,0,0.12244897959183673,0.17142857142857146,0,live,junk_domain,0,0,1,0
634,4672.5,1,109,5,9,2,95.87,1,0,0,0,5,1,1,1,1,1,1,50.0,176.6,5,1,4,12,162,0,0.045871559633027525,0.1251695003650777,1,nike,professional_domain,0,1,0,0
635,1875.0,1,65,7,8,3,105.73,0,1,0,0,6,1,12,0,3,0,0,40.0,145.3,4,1,3,12,3,0,0.1076923076923077,0.11349664239099592,1,yahoo,personal_domain,0,1,0,0
636,5000.0,1,169,6,10,8,175.69,1,1,0,0,6,1,6,4,4,0,0,50.0,229.0,5,1,4,9,970,0,0.035502958579881665,0.05122659229324378,1,amex,professional_domain,0,1,0,0
637,4950.0,1,154,6,9,3,133.72,1,2,0,0,7,1,13,0,5,0,0,40.0,239.2,6,1,4,10,922,0,0.03896103896103896,0.07478312892611427,1,walmart,professional_domain,0,1,0,0
638,1350.0,1,65,6,5,3,104.1,1,1,1,0,6,1,14,3,1,0,0,40.0,165.6,6,0,2,16,0,1,0.09230769230769233,0.15369836695485112,1,walmart,professional_domain,0,0,0,1
639,1625.0,1,37,3,4,7,118.2,1,2,0,0,6,1,39,4,1,1,0,60.0,123.2,4,0,3,13,0,0,0.08108108108108109,0.10998307952622673,0,gmail,personal_domain,0,0,1,0
641,1500.0,1,128,9,10,6,250.72,1,0,0,1,5,1,8,0,3,0,0,60.0,294.4,7,1,4,10,1050,0,0.0703125,0.0398851308232291,1,amex,professional_domain,0,1,0,0
643,1690.0,1,55,3,8,1,154.1,1,4,0,1,5,1,1,0,3,0,0,40.0,149.4,5,2,3,14,250,0,0.054545454545454536,0.09085009733938999,1,caterpillar,professional_domain,0,1,0,0
644,3400.5,1,94,3,10,2,95.91,0,0,0,1,6,2,13,0,0,1,0,60.0,171.3,5,1,4,11,262,0,0.031914893617021274,0.1146908560108435,1,gmail,personal_domain,0,1,0,0
646,2572.5,1,59,1,7,10,39.0,1,1,0,1,5,1,8,0,1,1,0,50.0,111.7,4,1,3,13,0,0,0.01694915254237288,0.3333333333333333,1,yahoo,personal_domain,0,1,0,0
647,1488.0,1,62,8,5,10,46.05,1,1,0,1,5,2,22,5,4,1,0,50.0,110.2,2,0,3,13,0,0,0.12903225806451613,0.28230184581976114,0,hotmail,junk_domain,0,0,1,0
648,1775.0,1,40,3,6,5,75.0,0,1,0,0,5,2,18,7,0,1,0,60.0,149.4,5,2,2,17,0,0,0.075,0.22666666666666666,0,homedepot,professional_domain,0,0,1,0
649,1930.0,1,55,6,6,7,82.15,1,1,0,1,5,1,8,0,1,0,0,50.0,159.3,6,1,3,14,0,0,0.10909090909090907,0.1704199634814364,1,protonmail,personal_domain,0,1,0,0
650,3855.0,1,65,3,8,10,97.84,1,0,0,1,5,1,4,2,4,0,0,40.0,169.4,5,1,3,12,186,0,0.04615384615384616,0.12264922322158625,1,protonmail,personal_domain,0,1,0,0
651,1681.0,1,43,4,7,10,135.04,1,3,0,1,6,1,15,3,1,0,0,60.0,145.8,4,0,3,13,44,0,0.09302325581395347,0.09626777251184834,0,protonmail,personal_domain,0,0,1,0
652,585.0,1,14,8,12,2,89.12,1,2,0,1,5,1,1,5,4,1,1,40.0,86.4,3,0,2,18,0,0,0.5714285714285714,0.20197486535008974,1,protonmail,personal_domain,0,1,0,0
653,1149.0,1,36,4,5,1,59.48,1,0,0,1,6,1,7,0,2,0,0,40.0,168.0,5,1,3,12,0,0,0.1111111111111111,0.2017484868863484,1,microsoft,professional_domain,0,1,0,0
655,2677.5,1,40,1,5,8,45.0,1,3,0,1,5,1,26,0,7,0,0,60.0,173.8,4,1,2,15,0,0,0.025,0.3333333333333333,0,yahoo,personal_domain,0,0,1,0
656,3405.0,1,62,3,6,2,160.76,1,1,0,1,6,1,1,0,2,1,0,50.0,201.4,4,2,4,11,115,0,0.04838709677419355,0.06842498133864146,1,cocacola,professional_domain,0,1,0,0
657,2362.5,1,115,1,5,9,46.0,1,0,0,1,5,2,1,4,3,0,0,50.0,104.8,4,0,2,15,120,0,0.008695652173913044,0.32608695652173914,1,yahoo,personal_domain,0,1,0,0
658,1550.0,1,56,8,6,3,90.94,1,1,0,0,5,2,2,0,6,0,0,50.0,176.8,6,0,3,14,0,0,0.14285714285714285,0.15394765779634925,1,protonmail,personal_domain,0,1,0,0
659,2050.0,1,53,6,7,3,141.0,1,2,0,1,5,1,10,0,1,1,0,60.0,198.6,5,3,3,14,176,0,0.11320754716981132,0.09929078014184398,1,protonmail,personal_domain,0,1,0,0
660,2880.0,1,151,4,8,8,455.0,0,2,0,1,5,1,4,0,2,0,0,50.0,235.8,8,1,3,14,0,0,0.026490066225165563,0.030769230769230767,1,cocacola,professional_domain,0,1,0,0
661,1598.0,1,161,2,7,6,29.82,1,3,0,1,5,1,13,0,3,1,1,60.0,126.6,4,1,3,12,16,0,0.012422360248447204,0.4024144869215292,1,me,junk_domain,0,1,0,0
662,3433.5,1,277,11,8,3,108.94,1,0,0,1,5,1,45,0,1,0,0,50.0,169.6,5,0,4,9,240,0,0.03971119133574008,0.08261428309161006,0,protonmail,personal_domain,0,1,0,0
663,1650.0,1,99,2,8,5,86.39,1,3,0,0,6,2,11,2,8,1,1,40.0,147.0,5,1,3,14,119,0,0.020202020202020204,0.16205579349461746,1,chevron,professional_domain,0,1,0,0
664,875.0,1,12,5,12,3,92.0,1,1,0,1,5,2,7,0,2,0,0,60.0,151.0,5,0,3,12,0,1,0.4166666666666667,0.13043478260869565,1,unitedhealth,professional_domain,0,0,1,0
666,1600.0,1,34,2,7,10,93.56,1,0,0,0,5,2,14,2,2,0,0,50.0,118.7,4,0,3,13,52,1,0.05882352941176471,0.13894826849080805,1,ibm,professional_domain,0,0,1,0
667,950.0,1,15,3,12,7,55.14,1,2,0,1,5,1,42,2,4,1,1,50.0,108.0,3,0,1,18,0,0,0.2,0.3264417845484222,0,gmail,personal_domain,0,0,1,0
668,1630.0,1,49,9,7,8,106.0,1,0,0,0,5,1,46,0,0,0,0,50.0,191.2,5,1,3,14,0,0,0.1836734693877551,0.1320754716981132,0,protonmail,personal_domain,0,0,1,0
669,3585.0,1,70,7,10,7,166.8,1,8,0,1,6,1,12,0,3,1,1,50.0,167.1,4,1,3,11,0,0,0.1,0.06594724220623499,1,me,junk_domain,0,1,0,0
670,1437.0,1,50,9,5,2,205.6,1,1,0,1,6,2,13,0,7,1,1,40.0,95.8,3,0,3,14,0,0,0.18,0.06809338521400779,1,boeing,professional_domain,0,0,0,1
671,2397.5,1,46,1,8,4,30.0,1,1,0,1,6,1,6,0,6,0,0,40.0,122.9,3,1,3,13,0,0,0.021739130434782608,0.43333333333333335,1,yahoo,personal_domain,0,1,0,0
672,1230.0,1,51,3,8,3,30.8,1,2,1,0,6,2,14,3,3,0,0,60.0,105.5,2,1,3,14,0,0,0.05882352941176471,0.4545454545454545,1,unitedtech,professional_domain,0,0,0,1
673,1300.0,1,60,7,4,10,115.98,1,1,0,0,6,1,14,0,1,1,0,40.0,141.1,5,1,2,16,0,0,0.11666666666666667,0.13795481979651664,1,yahoo,personal_domain,0,0,0,1
674,1100.0,1,34,5,6,6,78.77,1,3,0,1,6,1,24,0,2,0,0,50.0,77.3,2,0,2,15,0,0,0.14705882352941174,0.19042782785324364,0,msn,junk_domain,0,0,1,0
676,823.0,1,14,6,11,7,98.2,1,2,0,0,6,1,46,0,0,0,0,50.0,134.4,6,0,1,17,0,0,0.42857142857142855,0.17311608961303462,0,msn,junk_domain,0,0,1,0
677,1522.5,1,15,1,12,6,44.82,1,2,0,1,5,1,11,1,7,0,0,50.0,90.6,3,0,2,17,0,0,0.06666666666666668,0.3792949576082105,1,live,junk_domain,0,0,1,0
678,1240.0,1,48,7,4,6,93.04,1,0,0,1,5,1,27,0,4,0,0,50.0,114.4,4,0,2,16,0,0,0.14583333333333334,0.17196904557179707,0,passport,junk_domain,0,0,1,0
679,1700.0,1,53,4,6,7,31.45,1,1,0,1,5,1,4,0,5,1,0,60.0,158.6,5,0,3,12,466,0,0.07547169811320754,0.3815580286168522,1,gmail,personal_domain,0,1,0,0
680,1615.0,1,54,3,6,3,118.5,1,0,0,1,5,1,36,0,1,1,1,60.0,178.8,6,2,2,15,0,0,0.05555555555555555,0.12658227848101267,0,protonmail,personal_domain,0,0,1,0
681,1430.0,1,61,7,6,2,154.2,1,1,0,1,6,1,45,1,2,1,1,60.0,84.8,1,0,3,12,169,0,0.11475409836065575,0.07782101167315175,0,mcdonalds,professional_domain,0,0,1,0
682,2680.5,1,122,6,7,6,142.7,1,1,0,1,5,1,14,6,3,1,1,60.0,198.8,7,1,3,15,410,0,0.049180327868852465,0.10511562718990893,1,passport,junk_domain,0,1,0,0
683,1885.0,1,62,3,7,8,159.19,1,1,0,0,6,2,10,0,1,0,0,60.0,111.9,3,0,3,14,0,0,0.04838709677419355,0.08794522268986746,1,protonmail,personal_domain,0,1,0,0
684,1390.0,1,101,2,3,6,105.36,1,3,0,1,6,2,5,3,2,0,0,60.0,143.6,5,1,5,8,0,0,0.0198019801980198,0.07593014426727411,1,passport,junk_domain,0,1,0,0
686,3750.0,1,74,7,8,6,93.63,0,0,0,1,6,2,12,3,5,0,0,40.0,271.5,9,2,3,12,289,0,0.0945945945945946,0.1281640499839795,1,ge,for_proft_domain,0,1,0,0
687,1330.0,1,81,9,4,6,103.25,1,1,0,0,5,2,13,0,8,1,0,50.0,110.4,3,0,2,15,0,0,0.1111111111111111,0.14527845036319612,1,merck,professional_domain,0,1,0,0
688,1100.0,1,87,3,5,9,72.9,1,4,0,1,6,1,14,3,4,1,0,40.0,92.4,3,0,2,15,0,0,0.03448275862068965,0.205761316872428,1,homedepot,professional_domain,0,1,0,0
689,3337.5,1,91,6,7,8,94.2,1,0,0,1,6,1,14,2,3,1,1,50.0,201.3,6,1,3,13,0,0,0.06593406593406594,0.13800424628450106,1,walmart,professional_domain,0,1,0,0
690,1260.0,1,30,6,5,2,74.9,1,0,0,1,6,2,9,0,0,0,0,30.0,85.6,2,1,3,13,0,0,0.2,0.17356475300400534,1,passport,junk_domain,0,0,0,1
692,1125.0,1,25,7,5,7,57.0,1,4,0,1,6,1,1,0,5,0,0,40.0,92.8,3,0,2,14,0,0,0.28,0.2456140350877193,1,yahoo,personal_domain,0,1,0,0
694,1420.0,1,47,8,8,6,111.21,1,0,0,1,6,2,6,0,3,0,0,40.0,125.2,5,0,3,12,243,0,0.1702127659574468,0.10790396547073106,1,nike,professional_domain,0,1,0,0
698,3810.0,1,126,6,7,6,145.03,1,1,0,0,5,1,7,0,0,0,0,50.0,198.7,5,1,3,13,554,0,0.047619047619047616,0.08963662690477832,1,ge,for_proft_domain,0,1,0,0
699,1530.0,1,39,4,5,2,90.0,1,0,0,1,6,1,2,5,1,1,0,50.0,152.0,5,2,2,14,164,0,0.10256410256410256,0.15555555555555556,1,boeing,professional_domain,0,1,0,0
700,1730.0,1,56,6,5,6,94.3,1,1,0,1,6,2,48,3,2,0,0,40.0,163.2,5,0,3,14,252,0,0.10714285714285714,0.14846235418875928,0,gmail,personal_domain,0,0,1,0
701,1415.0,1,118,5,5,3,70.2,1,2,0,1,5,1,3,3,1,1,0,30.0,153.9,3,0,3,14,0,0,0.0423728813559322,0.19943019943019946,1,caterpillar,professional_domain,0,1,0,0
702,1400.0,1,40,9,3,6,111.3,1,0,0,0,6,1,7,6,6,1,1,40.0,155.8,4,1,2,17,0,0,0.225,0.1527403414195867,1,pg,professional_domain,0,1,0,0
703,1085.0,1,15,5,11,1,106.25,1,0,0,0,6,1,1,0,2,0,0,50.0,120.6,4,0,2,17,91,0,0.3333333333333333,0.16,1,yahoo,personal_domain,0,1,0,0
704,2505.0,1,48,3,8,1,175.35,1,0,1,1,5,1,2,0,1,1,0,50.0,160.2,6,1,3,12,126,0,0.0625,0.06843455945252352,1,gmail,personal_domain,0,1,0,0
708,1280.0,1,50,6,7,2,64.58,1,3,0,1,5,2,42,1,7,1,0,50.0,164.7,4,0,2,15,0,0,0.12,0.23227005264787864,0,jpmorgan,professional_domain,0,0,1,0
709,1580.0,1,50,7,9,2,104.5,1,1,0,1,6,0,2,0,1,1,0,40.0,119.3,3,1,3,11,0,0,0.14,0.10526315789473684,1,microsoft,professional_domain,0,1,0,0
710,1090.0,1,13,5,12,1,85.22,1,1,0,1,6,2,10,0,2,0,0,50.0,105.7,3,0,2,17,0,0,0.38461538461538464,0.19948368927481813,1,yahoo,personal_domain,0,0,1,0
711,4605.0,1,91,3,10,7,165.51,1,2,1,1,5,2,14,0,0,0,0,30.0,269.0,7,1,4,9,221,0,0.03296703296703297,0.05437737901033169,1,chevron,professional_domain,0,1,0,0
713,1960.0,1,99,3,6,5,90.19,1,2,0,1,5,1,8,8,1,0,0,40.0,156.7,3,2,3,11,0,0,0.030303030303030307,0.12196474110211775,1,me,junk_domain,0,1,0,0
714,1465.0,1,41,3,5,8,95.8,0,2,0,0,5,1,11,3,3,1,0,50.0,164.4,5,2,2,16,224,0,0.07317073170731707,0.16701461377870566,1,passport,junk_domain,0,0,0,1
715,1310.0,1,45,3,4,4,266.0,1,1,1,1,5,1,19,0,14,1,1,30.0,201.6,5,1,3,15,0,0,0.06666666666666668,0.056390977443609026,0,gmail,personal_domain,0,0,1,0
716,2075.0,1,65,3,8,6,87.91,1,2,0,1,5,1,6,0,2,0,0,40.0,172.8,5,0,3,13,0,0,0.04615384615384616,0.14787851211466274,1,microsoft,professional_domain,0,1,0,0
719,1130.0,1,56,2,2,3,94.4,1,4,0,1,6,2,41,0,5,0,0,50.0,67.2,2,0,2,16,0,0,0.03571428571428571,0.1694915254237288,0,gmail,personal_domain,0,0,1,0
721,1220.0,1,35,9,5,4,83.12,1,3,0,1,6,1,3,3,5,1,1,50.0,129.8,4,2,2,18,0,0,0.2571428571428571,0.2165543792107796,1,me,junk_domain,0,1,0,0
722,1023.75,1,14,1,12,3,28.0,1,1,0,1,6,1,2,2,3,0,0,50.0,81.6,3,1,1,17,0,0,0.07142857142857142,0.6071428571428571,1,visa,professional_domain,0,1,0,0
723,3750.0,1,62,8,8,9,242.3,1,5,1,1,5,2,11,4,2,0,0,30.0,203.2,5,0,4,10,668,0,0.12903225806451613,0.041271151465125874,1,unitedtech,professional_domain,0,1,0,0
724,3345.0,1,67,4,7,10,93.0,1,0,0,1,6,2,3,0,3,0,0,30.0,195.9,6,1,4,10,0,0,0.059701492537313425,0.10752688172043012,1,ge,for_proft_domain,0,1,0,0
725,2030.0,1,86,8,9,5,115.83,1,2,0,1,5,2,13,0,5,1,1,50.0,150.4,4,1,3,14,196,0,0.09302325581395347,0.1208667875334542,1,yahoo,personal_domain,0,1,0,0
726,1500.0,1,33,7,4,2,105.91,1,2,1,1,5,1,9,0,1,0,0,40.0,162.0,6,1,3,13,0,0,0.21212121212121213,0.12274572750448495,1,protonmail,personal_domain,0,0,0,1
727,349.0,1,15,3,12,3,85.79,1,1,0,1,6,2,6,3,2,0,0,40.0,72.0,2,0,1,18,0,0,0.2,0.20981466371371954,1,protonmail,personal_domain,0,0,1,0
728,1729.0,1,63,3,6,6,17.8,1,1,0,0,6,2,3,1,2,1,1,50.0,154.9,4,0,3,12,216,0,0.047619047619047616,0.6741573033707865,1,jnj,professional_domain,0,1,0,0
729,3094.5,1,94,4,7,9,121.0,1,0,1,1,5,1,36,0,3,1,0,30.0,236.2,6,1,3,13,600,0,0.0425531914893617,0.10743801652892562,0,amex,professional_domain,0,0,1,0
730,3952.5,1,75,3,9,9,126.85,1,1,0,1,6,2,8,4,4,0,0,30.0,173.4,5,1,4,10,328,0,0.04,0.07883326763894362,1,gmail,personal_domain,0,1,0,0
732,3906.0,1,167,8,7,10,121.87,0,0,0,1,5,2,4,1,1,1,1,30.0,239.8,6,1,4,10,594,0,0.04790419161676647,0.08205464839583163,1,protonmail,personal_domain,0,1,0,0
733,3325.0,1,58,1,5,3,55.0,1,3,1,1,6,1,2,0,0,0,0,40.0,188.8,4,1,3,12,0,0,0.017241379310344827,0.21818181818181814,1,msn,junk_domain,0,1,0,0
734,1035.0,1,14,8,12,4,114.67,1,3,1,1,6,2,4,0,2,0,0,30.0,156.0,5,1,2,15,259,0,0.5714285714285714,0.13081015086770734,1,gmail,personal_domain,0,0,0,1
736,1365.0,1,28,5,4,7,86.56,1,0,0,1,6,1,9,1,0,0,0,30.0,117.6,4,2,2,15,143,0,0.17857142857142858,0.1732902033271719,1,yahoo,personal_domain,0,0,0,1
737,1200.0,1,41,7,6,3,109.62,1,0,0,1,6,2,9,0,4,0,0,50.0,121.7,4,1,2,16,0,0,0.17073170731707318,0.1459587666484218,1,protonmail,personal_domain,0,0,0,1
738,1400.0,1,59,6,6,3,93.0,1,4,0,1,6,2,12,1,1,0,0,40.0,166.8,4,0,2,16,0,0,0.1016949152542373,0.1720430107526882,1,amex,professional_domain,0,0,0,1
739,2121.0,1,124,5,7,10,98.11,1,3,0,1,5,1,47,0,4,0,0,40.0,158.8,6,0,3,14,0,0,0.04032258064516129,0.14269697278564875,0,gmail,personal_domain,0,0,1,0
740,2310.0,1,30,1,6,10,36.0,1,2,1,1,6,1,8,1,2,1,1,50.0,92.8,2,0,2,17,0,0,0.03333333333333333,0.4722222222222222,1,chevron,professional_domain,0,0,0,1
742,1665.0,1,140,6,5,2,111.75,1,0,0,1,5,2,7,0,0,0,0,50.0,134.4,5,1,3,12,0,0,0.042857142857142864,0.10738255033557048,1,homedepot,professional_domain,0,1,0,0
743,1500.0,1,125,7,5,3,89.6,1,2,0,1,5,2,13,1,1,0,0,40.0,114.4,4,0,2,17,164,0,0.055999999999999994,0.18973214285714288,1,passport,junk_domain,0,1,0,0
744,1470.0,1,100,6,6,8,110.0,1,1,0,1,5,1,13,1,2,1,0,40.0,112.2,4,0,3,13,0,0,0.06,0.11818181818181818,1,protonmail,personal_domain,0,1,0,0
